comp_name,comp_type,comp_size,region,city,Salary,contract,exper,gender
شركة كيه لتقنية المعلومات,Private company,Small class B,Riyadh,AR RIYADH...,8000,Full Time,0,M
شركة هاني الحوطي وشريكه,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,6500,Full Time,0,M
شركة هاني الحوطي وشريكه,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,6500,Full Time,0,M
شركة طاولة سبعة لتقديم الوجبات,Private company,Small class A,makkah,JEDDAH...,6000,Full Time,4,F
شركة نجران للتجارة والمقاولات,Private company,Medium class B,almintaqat alsharqia,RAHIMAH...,5000,Full Time,2,M
مصنع سلطان فهيد احمد الشهري للصناعة,Private company,Small class A,Riyadh,AR RIYADH...,4500,Full Time,2,both
مدارس الشمس الاهلية,Private company,Medium class B,Riyadh,AR RIYADH...,5300,Full Time,0,M
مدارس الشمس الاهلية,Private company,Medium class B,Riyadh,AR RIYADH...,5300,Full Time,0,M
مصنع العربية الرائدة للصناعة,Private company,Small class A,almintaqat alsharqia,AD DAMMAM...,7500,Full Time,2,both
شركة صيدلية جمال الدين خوجة المركزية وشريكه المحدودة,Private company,Small class B,makkah,MAKKAH AL...,8000,Full Time,0,M
شركة الفصل الخامس للتجارة,Private company,Medium class A,Riyadh,AL KHARJ...,4500,Full Time,0,M
شركة الفصل الخامس للتجارة,Private company,Medium class A,Riyadh,AL KHARJ...,4500,Full Time,0,both
شركه الذكاء المميز لحلول التجاره والاعمال المحدوده,Private company,Medium class A,makkah,JEDDAH...,5500,Full Time,0,F
مؤسسة عبدالوهاب بن احمد بن عبدالوهاب الحواج التجارية,Private company,Small class A,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,2,F
مؤسسة إسناد للحراسات الأمنية,Private company,Medium class C,Riyadh,AR RIYADH...,4500,Full Time,2,both
شركة مساعد الحربي وأبناؤه المحدودة,Private company,Medium class B,Riyadh,AR RIYADH...,5500,Full Time,0,both
مقهى الفصل الخامس لتقديم المشروبات,Private company,Medium class A,Riyadh,AL KHARJ...,4500,Full Time,0,M
مكتب سرعة التحصيل لتحصيل الديون,Private company,Small class A,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,F
شركة عبدالله محمد اليوسف للمقاولات,Private company,Medium class C,almintaqat alsharqia,AL KHUBAR...,5700,Full Time,0,M
جاروديه الخيريه للخدمات الاجتماعيه /جمعيه,Semi-governmental,Great,almintaqat alsharqia,AL QATIF...,10250,Full Time,0,M
مؤسسة ألفا جروب للتجارة,Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,2,both
مؤسسة ملوف لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,4500,Full Time,0,F
مؤسسة ملوف لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,4500,Full Time,0,both
مؤسسة ألفا جروب للتجارة,Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,2,both
مؤسسة شاي ناي للصيانة,Private company,Small class A,makkah,JEDDAH...,4500,Full Time,0,F
صالون لوكر للحلاقة,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Remote work,0,both
مؤسسة لحظات القهوة لتقديم المشروبات,Private company,Small class B,makkah,MAKKAH AL...,15000,Full Time,10,both
مطاعم محصول البحار لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة اليوسف للصيانة,Private company,Medium class A,makkah,JEDDAH...,4000,Full Time,0,both
شركة معوض التجارية المحدودة,Private company,Small class B,Riyadh,AR RIYADH...,8000,Full Time,2,both
شركة اليوسف للصيانة,Private company,Medium class A,makkah,JEDDAH...,5000,Full Time,0,both
شركة بانه الطبية,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,2,both
مؤسسة جود النبع للحلويات,Private company,Small class B,Riyadh,WADI AD D...,4000,Full Time,0,F
شركة المقام الحديثة لتأجيرالسيارات المحدودة شركة شخص واحد,Private company,Small class B,makkah,MAKKAH AL...,4000,Full Time,0,F
شركة واحة ممسى للوحدات السكنية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
شركة رتيل الشرق للمقاولات شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,F
شركة رتيل الشرق للمقاولات شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة رتيل الشرق للمقاولات شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,F
شركة رتيل الشرق للمقاولات شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,F
شركة رتيل الشرق للمقاولات شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,5500,Full Time,2,M
شركة التمديدات المتطورة للمقاولات,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,both
شركة أنظمة الاطفاء المتعددة للسلامه (شركة شخص واحد),Private company,Small class A,makkah,JEDDAH...,7000,Full Time,2,F
شركة التقنية الأساسية للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,4,F
شركة نون الجمال للتزيين النسائي,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,F
مؤسسة اشغال الكهرباء للمقاولات العامة,Private company,Small class A,almintaqat alsharqia,AL MUBARR...,5040,Full Time,0,M
شركة مصنع الجواد للبلاستيك والتغليف المرن,Private company,Medium class C,almintaqat alsharqia,AL UYUN...,4570,Full Time,0,both
شركة الشرقية العالمية للتجارة,Private company,Medium class B,makkah,JEDDAH...,5000,Full Time,2,M
مكتب الوسيط المباشر العقاري,Private company,Small class A,Hail,HAIL...,3198,Remote work,2,both
مؤسسة عبدالرحمن جمال عبدالرحمن الزامل للمقاولات,Private company,Small class B,Riyadh,AR RIYADH...,4500,Full Time,0,F
شركة كمال حسن الوسية المحدودة,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة ببليسكرين ميديا للدعاية والاعلان شركة شخص واحد,Private company,Small class A,Riyadh,AR RIYADH...,6500,Full Time,2,F
مكتب ناصر بريك عبدالله الصفار للاستشارات الهندسية,Private company,Small class A,almintaqat alsharqia,AL KHUBAR...,5000,Full Time,0,both
شركة ببليسكرين ميديا للدعاية والاعلان شركة شخص واحد,Private company,Small class A,Riyadh,AR RIYADH...,6500,Full Time,2,F
شركة ببليسكرين ميديا للدعاية والاعلان شركة شخص واحد,Private company,Small class A,Riyadh,AR RIYADH...,6500,Full Time,2,F
مؤسسة راكان بهجت احمد زاهد لتقديم الوجبات,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,F
مجمع ابتسامة جده الطبي,Private company,Small class B,makkah,JEDDAH...,4500,Full Time,0,F
مؤسسة نهلاء عبدالله حسن العبدالعزيز للزجاج,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,M
مؤسسة حسن علي حسن السيد لتقديم المشروبات,Private company,Medium class B,makkah,AL QUNFID...,4000,Full Time,0,M
شركة ديار بيكري التجارية,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
مؤسسة انيسة القصيم التجارية,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
مؤسسة تموين القهوة للمواد الغذائية,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,M
مكتب السا للاستشارات الهندسية,Private company,Small class B,makkah,JEDDAH...,7000,Full Time,0,both
شركة صندوق الرقمي للاتصالات و تقنية المعلومات,Private company,Small class B,Riyadh,AR RIYADH...,4050,Full Time,0,M
مؤسسة المحيط الدولي للتجارة,Private company,Small class B,Hail,HAIL...,4000,Full Time,2,both
ورشة بداية الامان للصيانة,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة كراء لخدمات الأعمال,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
مجمع روت الطبي,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,F
شركة سول المتقدمة المحدودة,Private company,Medium class C,Al-Baha,AL BAHA...,6000,Full Time,2,both
صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,Private company,Medium class C,Al-Baha,AL BAHA...,5700,Full Time,4,M
صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,Private company,Medium class C,Al-Baha,AL BAHA...,5700,Full Time,2,M
صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,Private company,Medium class C,Al-Baha,AL BAHA...,5700,Full Time,4,M
صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,Private company,Medium class C,Al-Baha,AL BAHA...,5700,Full Time,4,M
مؤسسة غيوث الحاسب لتقنية المعلومات,Private company,Small class B,Al-Qassim,AL BUKAYR...,7000,Full Time,2,both
صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,Private company,Medium class C,Al-Baha,AL BAHA...,8400,Full Time,0,M
مؤسسة غيوث الحاسب لتقنية المعلومات,Private company,Small class B,Al-Qassim,AL BUKAYR...,7000,Full Time,4,M
صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,Private company,Medium class C,Al-Baha,AL BAHA...,8400,Full Time,0,M
صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,Private company,Medium class C,Al-Baha,AL BAHA...,9600,Full Time,4,M
الجمعية الخيرية لرعاية الايتام بمكة المكرمة,Private company,Small class B,makkah,MAKKAH AL...,7000,Full Time,2,both
شركة دروز للاثاث,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
مؤسسة غصن الاثير التجارية,Private company,Small class B,makkah,MAKKAH AL...,4000,Full Time,0,F
شركة الرعاية البيضاء التجارية,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,both
شركة جيزة العربية للأنظمة,Private company,Medium class B,Tabuk,ABA AL QI...,8000,Full Time,4,both
مؤسسة عبر السوق لتقنية المعلومات,Private company,Small class A,makkah,JEDDAH...,5000,Full Time,0,F
شركة فاستك للمقاولات المحدودة شركة شخص واحد,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,3500,Full Time,0,both
شركة اركي المحدودة شركة شخص واحد,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة الضبيب والسليم لاصحابها خليفه الضبيب وحمد السليم,Private company,Medium class C,almintaqat alsharqia,AL KHUBAR...,5000,Full Time,0,M
شركة خطوة الطبية,Private company,Small class B,Riyadh,AR RIYADH...,6000,Full Time,2,F
تموينات نهال نجد للمواد الغذائية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,both
مؤسسة وادي للنظارات,Private company,Small class A,Al-Baha,AL AQIQ...,6500,Full Time,0,both
مؤسسة قيادة المباني للمقاولات,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,Private company,Medium class C,Riyadh,AR RIYADH...,7000,Full Time,2,both
مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,Private company,Medium class C,Riyadh,AR RIYADH...,8500,Full Time,2,M
شركة امن انماء التجارية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,Private company,Medium class C,Riyadh,AR RIYADH...,5600,Full Time,0,M
شركه كومل,Private company,Small class B,Riyadh,AR RIYADH...,8000,Full Time,2,M
شركه كومل,Private company,Small class B,Riyadh,AR RIYADH...,6000,Full Time,2,both
شركة مجمع ابن سيناء الطبي العام,Private company,Medium class A,Hail,HAIL...,7000,Full Time,0,M
شركة إرتقاء المتحدة لاجهزة السلامة,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,2,F
رمز الموضه للتزيين النسائي,Private company,Small class A,Riyadh,ABA ASLAB...,3500,Full Time,0,F
مؤسسة تلال ألمى لاجهزة السلامة,Private company,Medium class A,Riyadh,AR RIYADH...,7000,Full Time,2,both
شركة المطور العصري للمصاعد,Private company,Small class A,makkah,JEDDAH...,5000,Full Time,2,both
شركة المطور العصري للمصاعد,Private company,Small class A,makkah,JEDDAH...,5000,Full Time,2,both
شركة لجين القمر للإستثمار,Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,0,both
مؤسسة محمد عبدالله بن محمد الضويحي للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,M
شركة الاسنان الجميلة الطبي,Private company,Medium class A,Riyadh,AR RIYADH...,4500,Full Time,2,F
شركة الفصل الخامس للتجارة,Private company,Medium class A,Riyadh,AL KHARJ...,4500,Full Time,0,M
شركة الفصل الخامس للتجارة,Private company,Medium class A,Riyadh,AL KHARJ...,4500,Full Time,0,F
شركة حازم بهجت المدني للمحاماة والاستشارات القانونية شركة شخص واحد,Private company,Small class A,Riyadh,AR RIYADH...,4000,Full Time,2,M
شركة رتال شركة مساهمة مقفلة,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,4,F
شركة رتال شركة مساهمة مقفلة,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,4,F
شركة الاقبال لتصنيع المواد العاكسه,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,F
مصنع مكسرات مرح للصناعات الغذائية,Private company,Small class B,Asir,AL 'AMMAR...,4000,Full Time,0,F
مصنع مكسرات مرح للصناعات الغذائية,Private company,Small class B,Asir,AL 'AMMAR...,4000,Full Time,2,F
مؤسسة نخبة الهواء للتكييف والتبريد,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,M
شركة ورشة التشكيل المعدني للحدادة,Private company,Small class B,makkah,JEDDAH...,5000,Full Time,4,M
شركة الزي للتجارة,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,2,both
مؤسسة فايز مبارك الحربي للتجارة,Private company,Small class A,Riyadh,AR RIYADH...,5000,Full Time,0,F
مؤسسة البراق المضيء للنقليات,Private company,Small class B,Asir,KHAMIS MU...,4000,Full Time,0,both
مكتب مدارات للاستشارات الهندسية,Private company,Medium class B,Hail,HAIL...,15000,Full Time,10,M
شركة محمد احسان محمود عبدالحي عارف,Private company,Medium class B,makkah,JEDDAH...,5000,Full Time,0,F
شركة محمد احسان محمود عبدالحي عارف,Private company,Medium class B,makkah,JEDDAH...,5000,Full Time,0,F
شركة مصنع وائل حسن فارسي للغازات الصناعية شركة شخص واحد,Private company,Small class A,almadinat almunawara,AL MADINA...,7000,Full Time,4,both
شركة الزي للتجارة,Private company,Medium class A,almintaqat alsharqia,DHAHRAN...,4500,Full Time,2,both
شركة مطعم بيت الشاورما لتقديم الوجبات,Private company,Medium class C,Riyadh,AR RIYADH...,4000,Full Time,0,M
شركة أطياب غناتي التجارية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,F
شركة الصخرة المشرفة والسارية الخضراء للاستشارات الهندسية,Private company,Medium class B,Riyadh,AR RIYADH...,5000,Full Time,0,F
شركة بروج للكابلات,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,2,both
شركة المشروبات والاطعمة الغذائية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
مدارس  الأختيار الاول الاهلية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,F
نادي لاعب بادل الرياضي,Private company,Small class A,Asir,ABRAQ AN ...,6500,Full Time,0,M
شركة توفيق بن حسن جوهرجي للحراسات الأمنية,Private company,Small class B,Asir,ABHA...,6000,Full Time,2,both
مؤسسة وجيه بن عبدالرحمن بن محمد معلم للصيانة والنظافة,Private company,Medium class B,Asir,ABHA...,4500,Full Time,2,both
شركة عبدالله سليمان بن محمد المطرودي للمقاولات,Private company,Small class B,makkah,AT TAIF...,6000,Full Time,0,M
صيدلية ماربل,Private company,Small class A,almadinat almunawara,AL MADINA...,5000,Full Time,0,both
مؤسسة لمكو لغيار الزيوت,Private company,Small class B,almintaqat alsharqia,AL HUFUF...,7000,Full Time,4,both
شركة توفيق بن حسن جوهرجي للحراسات الأمنية,Private company,Small class B,makkah,MAKKAH AL...,8000,Full Time,7,both
شركة مصنع السعد للحديد,Private company,Medium class A,almadinat almunawara,AL MADINA...,5000,Full Time,0,M
نسمة بحر للوحدات السكنية,Private company,Small class A,Jazan,AL SHUQAY...,4200,Full Time,0,F
مؤسسة ديوان الدانه التجارية,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4800,Full Time,4,both
مكتب عقاب مسفر الحربي للمحاماه,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
مقهى رافال الجنوب لتقديم المشروبات,Private company,Small class A,Asir,KHAMIS MU...,4000,Full Time,0,F
مقهى رافال الجنوب لتقديم المشروبات,Private company,Small class A,Asir,KHAMIS MU...,4000,Full Time,0,F
فندق صفوة الغفران الفندقية,Private company,Medium class B,makkah,MAKKAH AL...,4000,Full Time,0,M
مركز رضوى للحجامة,Private company,Small class A,almadinat almunawara,YANBU AL ...,5000,Full Time,0,both
مركز سكاكا الجوف للحجامة,Private company,Small class A,Al-Jawf,SAKAKA...,5000,Full Time,0,both
شـركة سفاري مساهمه مقفله,Private company,Giant,Riyadh,AR RIYADH...,31000,Full Time,4,both
شركة فربيون للمحاماة والاستشارات القانونية,Private company,Small class A,almadinat almunawara,AL MADINA...,4000,Full Time,0,F
شركة اساس الخيرات الزراعية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة المحترفون لتنميه الموارد البشريه معهد,Private company,Small class B,makkah,JEDDAH...,4500,Full Time,0,F
مؤسسة عواطف عبدالله حسين قطان للمقاولات العامة,Private company,Small class A,makkah,AT TAIF...,4000,Full Time,0,M
متجر مشاعر سعودي للاتصالات و تقنية المعلومات,Private company,Small class A,makkah,MAKKAH AL...,4000,Full Time,0,M
مؤسسة فايا لخدمات الاعاشة,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,4200,Full Time,0,F
جمعية حماية الاسرة الخيرية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,F
مطعم منيره عبدالعزيز البراهيم البسام لتقديم الوجبات,Private company,Small class B,Al-Qassim,UNAYZAH...,4000,Full Time,0,M
مطعم طبيعي للوجبات السريعة,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,M
مؤسسة درجة تجمد التجارية,Private company,Small class A,almintaqat alsharqia,AL HUFUF...,4000,Full Time,2,F
مؤسسة هوى لبنان لتقديم الوجبات,Private company,Small class B,almadinat almunawara,YANBU...,4000,Full Time,0,F
فندق ظاظا الفندقية,Private company,Small class A,makkah,ABU MARAG...,4082,Full Time,0,M
ورشة عبدالعزيز حسين آل ناجي لصيانة السيارات,Private company,Small class B,Asir,KHAMIS MU...,4000,Full Time,0,M
مؤسسة شذرات للسراميك,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,both
مؤسسة مأكولات الشيف لخدمات الاعاشة,Private company,Small class A,makkah,MAKKAH AL...,6000,Remote work,2,F
شركة مجموعة مبتكرون المتحدة للتطوير والاستثمار العقاري,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,2,both
مؤسسة وهيب محمد راشد الوافي مقاولات عامه,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,4,F
مركز التوحد الأول بجدة,Private company,Medium class A,makkah,JEDDAH...,4000,Full Time,2,F
شركة طيران اديل,Private company,Great,makkah,JEDDAH...,35000,Full Time,10,both
شركة رفا الطبية (شركة شخص واحد),Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,2,F
بوفية الوجبة الصحية واحد لتقديم الوجبات,Private company,Small class B,almintaqat alsharqia,AL MUBARR...,6000,Full Time,0,M
مطبخ ثمرات البركة لتقديم الوجبات,Private company,Small class A,makkah,AL 'UFAYR...,4000,Remote work,0,both
الفلاح الراقي للوحدات السكنية المفروشة لصاحبتها شاخه فيحان,Private company,Small class B,makkah,MAKKAH AL...,3200,Full Time,0,both
ورشة عبدالعزيز بن حسين بن أحمد آل ناجي لصيانة السيارات,Private company,Small class B,Asir,KHAMIS MU...,4000,Full Time,0,M
مؤسسة اسياف لتقديم المشروبات,Private company,Small class A,makkah,AL HALQAH...,4000,Full Time,2,both
محل الف روز للزهور,Private company,Small class A,almadinat almunawara,ABA AL BA...,3200,Full Time,0,both
مؤسسة سليمان عبدالرحمن النمله للمقاولات,Private company,Medium class C,almadinat almunawara,YANBU AS ...,7000,Full Time,4,M
مؤسسة سليمان عبدالرحمن النمله للمقاولات,Private company,Medium class C,almadinat almunawara,YANBU AS ...,5700,Full Time,4,M
مكتب ابراج الوطن للاستشارات الهندسية,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,4,F
شركة أوقية المحدودة,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
مؤسسة سليمان عبدالرحمن النمله للمقاولات,Private company,Medium class C,almadinat almunawara,YANBU AS ...,7000,Full Time,4,M
مؤسسة سليمان عبدالرحمن النمله للمقاولات,Private company,Medium class C,almadinat almunawara,YANBU AS ...,13200,Full Time,7,M
مطاعم وفرة الغذاء لتقديم الوجبات,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,F
مركز نفس الطبي,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,both
شركة صقور العرب للمقاولات العامة,Private company,Small class B,Riyadh,AR RIYADH...,5700,Full Time,0,M
معهد الجودة بلس للتدريب,Private company,Small class A,makkah,JEDDAH...,4000,Full Time,0,both
شركة لحظات القهوة للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,6000,Full Time,2,M
شركة لحظات القهوة للتجارة,Private company,Small class B,Riyadh,AR RIYADH...,5500,Full Time,2,F
شركة واحة المسك للتشغيل والصيانة,Private company,Small class B,makkah,MAKKAH AL...,4000,Full Time,0,both
شركة أرجاء الشمالية التجارية,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,4000,Full Time,0,M
فندق صفوة الغفران الفندقية,Private company,Medium class B,makkah,MAKKAH AL...,4000,Full Time,0,M
مركز رضوى للحجامة,Private company,Small class A,almadinat almunawara,YANBU AL ...,5000,Full Time,0,both
مركز سكاكا الجوف للحجامة,Private company,Small class A,Al-Jawf,SAKAKA...,5000,Full Time,0,both
شـركة سفاري مساهمه مقفله,Private company,Giant,Riyadh,AR RIYADH...,31000,Full Time,4,both
مؤسسة عواطف عبدالله حسين قطان للمقاولات العامة,Private company,Small class A,makkah,AT TAIF...,4000,Full Time,0,M
متجر مشاعر سعودي للاتصالات و تقنية المعلومات,Private company,Small class A,makkah,MAKKAH AL...,4000,Full Time,0,M
أسواق المسارات الرائعة للتجارة,Private company,Small class B,Asir,MUHAYIL...,3000,Full Time,0,both
مؤسسة فايا لخدمات الاعاشة,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,4200,Full Time,0,F
جمعية حماية الاسرة الخيرية,Private company,Small class B,Riyadh,AR RIYADH...,4000,Full Time,2,F
مطعم منيره عبدالعزيز البراهيم البسام لتقديم الوجبات,Private company,Small class B,Al-Qassim,UNAYZAH...,4000,Full Time,0,M
شركة أركان البيوت العقارية,Private company,Small class B,makkah,JEDDAH...,6000,Full Time,2,both
شركة التجارب العصريه التجارية,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,0,M
مؤسسة قدور نجد لخدمات الاعاشة,Private company,Medium class B,Riyadh,AR RIYADH...,4000,Full Time,0,both
شركة بشار محمد قطامش للمقاولات شركة الشخص الواحد,Private company,Medium class A,Riyadh,AR RIYADH...,4000,Full Time,0,both
مؤسسة جابر بن محمد بن حسين الرويلي للتجارة,Private company,Medium class A,almintaqat alsharqia,HAFAR AL ...,4000,Full Time,2,F
شركة تحكم العالمية التجارية,Private company,Small class B,almintaqat alsharqia,AL KHUBAR...,7000,Full Time,4,F
مؤسسة ساري الليل للمقاولات العامة,Private company,Small class B,almintaqat alsharqia,HAFAR AL ...,4000,Full Time,0,F
شركة مجمع ريادة الظهران الطبي,Private company,Small class B,almintaqat alsharqia,DHAHRAN...,4000,Full Time,0,both
شركة نجمة الماضي للتجارة,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,0,M
مصنع عمر بن عبدالله بن محمد الغامدي للمنتجات الغذائية,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,2,M
صيدليه السوسن الجديده لصاحبها سراج عمر سراج عابد,Private company,Small class B,makkah,JEDDAH...,5000,Full Time,0,F
صيدليه السوسن الجديده لصاحبها سراج عمر سراج عابد,Private company,Small class B,makkah,JEDDAH...,9000,Full Time,0,F
مؤسسة جدير الإعمار العقارية,Private company,Small class A,almintaqat alsharqia,AD DAMMAM...,6000,Full Time,2,F
مؤسسة مها عياده يوسف الحربي للتجارة,Private company,Small class B,almadinat almunawara,AL MADINA...,3200,Full Time,2,F
شركة نبض الرياض المحدودة شركة شخص واحد,Private company,Medium class B,Riyadh,ABA ASLAB...,4000,Full Time,0,both
شركة نبض الرياض المحدودة شركة شخص واحد,Private company,Medium class B,Riyadh,ABA ASLAB...,4000,Full Time,0,both
شركة وكالات العربية السعودية سارا,Private company,Medium class C,Riyadh,AR RIYADH...,6000,Full Time,2,both
مطعم طبيعي للوجبات السريعة,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,M
شركة المزايا الحديثة للخدمات اللوجستية شركة شخص واحد,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,2,both
شركة البيداء الماسية,Private company,Small class A,Riyadh,AR RIYADH...,8000,Full Time,4,F
شركة الرواد المتحدة الطبية شركة شخص واحد,Private company,Small class B,makkah,JEDDAH...,10000,Full Time,4,M
مؤسسة درجة تجمد التجارية,Private company,Small class A,almintaqat alsharqia,AL HUFUF...,4000,Full Time,2,F
شركة الحبيب للتجارة والتعهدات التجارية المحدودة,Private company,Giant,almadinat almunawara,AL MADINA...,5271,Full Time,0,F
شركة الركن التنفيذي التجارية شركة شخص واحد,Private company,Small class B,Riyadh,AR RIYADH...,5000,Full Time,2,F
شركة مملكة الاسنان للتجارة شركة شخص واحد,Private company,Small class B,Riyadh,AR RIYADH...,7000,Full Time,2,both
شركة الورق الوطنيه المحدوده,Private company,Giant,makkah,JEDDAH...,4500,Full Time,2,M
شركة الورق الوطنيه المحدوده,Private company,Giant,makkah,JEDDAH...,5000,Full Time,2,M
برنامج مستشفى الملك فهدللحرس الوطني,Semi-governmental,Great,Riyadh,AR RIYADH...,15532,Full Time,10,both
مؤسسة فيصل مصلح الصواط التجارية,Private company,Small class B,makkah,AL HALQAH...,4000,Full Time,0,M
شركة الدكتور حامد سليمان الاحمدي وشركاه المحدوده,Private company,Great,almadinat almunawara,AL MADINA...,5000,Full Time,0,both
مصنع شركة مزارع فقيه للدواجن,Private company,Giant,Asir,AL QUZ...,4000,Full Time,2,both
شركة انجال المستقبل التعليميه,Private company,Small class B,Al-Qassim,AL BUKAYR...,3200,Full Time,0,M
فندق ظاظا الفندقية,Private company,Small class A,makkah,ABU MARAG...,4082,Full Time,0,M
ورشة عبدالعزيز حسين آل ناجي لصيانة السيارات,Private company,Small class B,Asir,KHAMIS MU...,4000,Full Time,0,M
مؤسسة شذرات للسراميك,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,both
مؤسسة مأكولات الشيف لخدمات الاعاشة,Private company,Small class A,makkah,MAKKAH AL...,6000,Remote work,2,F
شركة مجموعة مبتكرون المتحدة للتطوير والاستثمار العقاري,Private company,Small class A,Riyadh,AR RIYADH...,6000,Full Time,2,both
مؤسسة وهيب محمد راشد الوافي مقاولات عامه,Private company,Small class B,makkah,JEDDAH...,4000,Full Time,4,F
النادي الاهلي السعودي,Private company,Medium class B,makkah,JEDDAH...,5500,Remote work,2,both
مؤسسة شذرات للسيراميك والرخام,Private company,Small class B,almintaqat alsharqia,AD DAMMAM...,4000,Full Time,0,both
